[00:00.27] There
[21:39.70] .
[21:40.59]  $
[21:40.67] 3
[21:41.02] ,
[21:41.25]  one
[21:41.81]  jar
[21:41.95] ,
[21:42.18]  one
[21:42.52]  spoon
[21:43.12]  of
[21:43.35]  something
[21:44.41]  dark
[21:45.10]  from
[21:45.20]  the
[21:45.37]  back
[21:45.62]  of
[21:45.74]  your
[21:45.98]  pant
[21:46.21] ry
[21:46.34] .
[21:46.56]  That
[21:46.96]  is
[21:47.19]  the
[21:47.39]  whole
[21:47.83]  secret
[21:48.42] ,
[21:48.83]  and
[21:48.84]  it
[21:48.96]  has
[21:49.15]  been
[21:49.41]  the
[21:49.60]  whole
[21:49.93]  secret
[21:50.32]  for
[21:50.69]  200
[21:51.10]  years
[21:51.43] .
[21:51.68]  So
[21:51.87]  tonight
[21:52.53] ,
[21:52.72]  here
[21:53.09]  is
[21:53.50]  what
[21:53.67]  I
[21:53.76]  want
[21:54.14]  you
[21:54.42]  to
[21:54.61]  do
[21:54.80] .
[21:55.12]  Find
[21:55.80]  a
[21:55.93]  glass
[21:56.65]  jar
[21:57.11] ,
[21:57.59]  roll
[21:57.75]  a
[21:57.83]  piece
[21:58.22]  of
[21:58.38]  brown
[21:58.77]  paper
[21:59.16]  into
[21:59.47]  a
[21:59.55]  cone
[21:59.86] ,
[22:00.08]  pour
[22:00.87]  in
[22:01.28]  a
[22:01.35]  spoon
[22:01.70] ful
[22:01.92]  of
[22:02.08]  mol
[22:02.39] asses
[22:02.85] ,
[22:03.12]  half
[22:03.43]  a
[22:03.50]  cup
[22:03.73]  of
[22:03.88]  warm
[22:04.19]  water
[22:04.57] ,
[22:04.73]  and
[22:04.98]  one
[22:05.19]  drop
[22:05.50]  of
[22:05.65]  dish
[22:06.01]  soap
[22:06.27] .
[22:07.17]  Set
[22:07.36]  it
[22:07.55]  on
[22:07.68]  your
[22:08.00]  windows
[22:08.55] ill
[22:08.96] ,
[22:09.04]  walk
[22:09.31]  your
[22:09.60]  kitchen
[22:10.30] ,
[22:10.32]  empty
[22:10.72]  the
[22:10.96]  trash
[22:11.35] ,
[22:11.60]  pour
[22:11.94]  boiling
[22:12.54]  water
[22:12.96]  and
[22:13.21]  vinegar
[22:13.96]  down
[22:14.15]  the
[22:14.39]  drain
[22:14.82] .
[22:15.12]  That
[22:15.32]  is
[22:15.44]  it
[22:15.52] .
[22:15.68]  Less
[22:16.30]  than
[22:16.35]  10
[22:16.76]  minutes
[22:17.30]  of
[22:17.45]  work
[22:17.76] ,
[22:17.91]  less
[22:18.41]  than
[22:18.53]  $
[22:18.60] 3
[22:18.83] .
[22:19.12]  By
[22:19.29]  tomorrow
[22:20.20]  morning
[22:20.58] ,
[22:20.75]  you
[22:21.00]  will
[22:21.59]  start
[22:21.77]  to
[22:21.96]  see
[22:22.21]  them
[22:22.53]  in
[22:22.70]  the
[22:22.99]  bottom
[22:23.46]  of
[22:23.63]  the
[22:23.88]  jar
[22:24.13] .
[22:24.48]  By
[22:24.66]  next
[22:25.04]  Friday
[22:25.50] ,
[22:25.67]  your
[22:26.01]  kitchen
[22:26.60]  will
[22:26.94]  be
[22:27.11]  quiet
[22:27.67]  for
[22:27.78]  the
[22:28.03]  first
[22:28.45]  time
[22:28.79]  in
[22:28.96]  years
[22:29.34] .
[22:29.68]  Tell
[22:29.99]  me
[22:30.15]  in
[22:30.31]  the
[22:30.55]  comments
[22:31.18]  where
[22:31.57]  you
[22:31.81]  live
[22:32.31]  and
[22:32.41]  what
[22:32.74]  your
[22:33.07]  fly
[22:33.32]  situation
[22:34.08]  is
[22:34.24]  like
[22:34.67]  right
[22:34.95]  now
[22:35.44] ,
[22:35.56]  because
[22:36.04]  I
[22:36.12]  read
[22:36.49]  every
[22:36.89]  one
[22:37.16]  of
[22:37.32]  these
[22:37.79]  and
[22:38.01]  I
[22:38.09]  want
[22:38.43]  to
[22:38.60]  hear
[22:38.94]  how
[22:39.22]  it
[22:39.37]  goes
[22:39.71]  for
[22:39.97]  you
[22:40.30] .
[22:40.32]  And
[22:40.57]  if
[22:40.74]  you
[22:40.98]  put
[22:41.23]  out
[22:41.50]  a
[22:41.56]  jar
[22:41.81] ,
[22:42.11]  come
[22:42.40]  back
[22:42.92]  and
[22:43.03]  tell
[22:43.34]  me
[22:43.52]  how
[22:43.76]  many
[22:44.08]  you
[22:44.38]  counted
[22:45.02]  on
[22:45.03]  the
[22:45.34]  first
[22:45.66]  morning
[22:46.20] .
[22:46.48]  I
[22:46.65]  am
[22:46.76]  curious
[22:47.42]  whether
[22:48.08]  anyone
[22:48.65]  beats
[22:49.12]  47
[22:49.69] .
[22:50.00]  The
[22:50.34]  folks
[22:50.69]  in
[22:50.86]  my
[22:51.03]  community
[22:51.82]  already
[22:52.42]  know
[22:52.83]  this
[22:53.10]  works
[22:53.53] .
[22:53.84]  I
[22:53.99]  am
[22:54.06]  making
[22:54.51]  these
[22:54.89]  videos
[22:55.34]  for
[22:55.61]  the
[22:55.78]  folks
[22:56.16]  outside
[22:56.69]  of
[22:56.84]  it
[22:57.04]  who
[22:57.28]  were
[22:57.60]  never
[22:57.99]  told
[22:58.30] .
[22:58.56]  What
[22:58.95]  we
[22:59.14]  know
[22:59.72] ,
[22:59.83]  we
[22:59.91]  know
[23:00.30]  by
[23:00.49]  hand
[23:00.88] .
[23:01.35]  Next
[23:01.52]  week
[23:01.84] ,
[23:02.08]  I
[23:02.10]  am
[23:02.24]  going
[23:02.64]  to
[23:02.80]  show
[23:03.12]  you
[23:03.47]  what
[23:03.68]  happens
[23:04.24]  when
[23:04.56]  you
[23:04.80]  take
[23:05.12]  the
[23:05.36]  same
[23:05.68]  idea
[23:06.08] ,
[23:06.08]  a
[23:06.22]  jar
[23:06.66] ,
[23:07.04]  a
[23:07.06]  piece
[23:07.43]  of
[23:07.62]  paper
[23:07.98] ,
[23:08.28]  and
[23:08.41]  one
[23:08.64]  ingredient
[23:09.58]  that
[23:09.78]  should
[23:10.27]  not
[23:10.50]  work
[23:10.88] ,
[23:10.88]  and
[23:11.08]  you
[23:11.28]  scale
[23:11.62]  it
[23:11.75]  up
[23:11.88]  to
[23:12.04]  deal
[23:12.30]  with
[23:12.55]  something
[23:13.20]  that
[23:13.36]  does
[23:13.72]  not
[23:14.00]  just
[23:14.24]  ruin
[23:14.53]  your
[23:14.82]  dinner
[23:15.28] ,
[23:15.28]  but
[23:15.51]  can
[23:15.74]  put
[23:16.01]  your
[23:16.28]  child
[23:16.66]  in
[23:16.81]  the
[23:17.04]  hospital
[23:17.68] .
[23:17.92]  A
[23:18.09]  was
[23:18.24] p
[23:18.31]  can
[23:18.75]  sting
[23:18.94]  40
[23:19.44]  times
[23:19.80]  in
[23:19.96]  a
[23:20.04]  minute
[23:20.51] ,
[23:20.72]  and
[23:20.96]  it
[23:21.19]  will
[23:21.43]  not
[23:21.68]  die
[23:21.91]  from
[23:22.22]  doing
[23:22.61]  it
[23:22.76] .
[23:23.04]  A
[23:23.22]  nest
[23:23.39]  of
[23:23.53]  2
[23:23.74] ,
[23:23.89] 000
[23:24.52]  of
[23:24.66]  them
[23:24.94]  is
[23:25.14]  sitting
[23:25.58]  somewhere
[23:26.26]  on
[23:26.36]  your
[23:26.65]  property
[23:27.33]  right
[23:27.82]  now
[23:28.16] ,
[23:28.16]  and
[23:28.37]  you
[23:28.58]  probably
[23:29.15]  do
[23:29.29]  not
[23:29.50]  know
[23:29.78]  where
[23:30.14] .
[23:30.57]  My
[23:30.59]  grandfather
[23:31.52]  built
[23:32.00]  a
[23:32.03]  trap
[23:32.60]  with
[23:32.87]  a
[23:32.94]  jar
[23:33.37]  twice
[23:33.81]  this
[23:34.16]  size
[23:34.56] ,
[23:34.56]  and
[23:34.77]  one
[23:34.98]  ingredient
[23:35.68]  you
[23:35.89]  would
[23:36.24]  never
[23:36.59]  guess
[23:36.96] .
[23:36.96]  That
[23:37.81]  empt
[23:37.96] ies
[23:38.33]  a
[23:38.45]  was
[23:38.82] p
[23:38.94]  nest
[23:39.44]  of
[23:39.84]  half
[23:40.19]  a
[23:40.31]  mile
[23:40.97]  in
[23:41.12]  two
[23:41.49]  days
[23:42.00] ,
[23:42.00]  and
[23:42.22]  does
[23:42.51]  not
[23:42.80]  kill
[23:43.02]  a
[23:43.09]  single
[23:43.53]  honey
[23:43.90] bee
[23:44.12]  in
[23:44.26]  the
[23:44.59]  process
[23:45.00] .
[23:45.28]  That
[23:46.14]  video
[23:46.50]  is
[23:46.77]  called
[23:47.77]  The
[23:47.95]  $
[23:48.05] 4
[23:48.39]  Arm
[23:48.73] ish
[23:49.08]  Jar
[23:49.44]  That
[23:49.79]  Traps
[23:50.23]  Every
[23:50.67]  W
[23:50.75] asp
[23:51.23]  for
[23:51.31]  Half
[23:51.68]  a
[23:51.77]  Mile
[23:52.16] .
[23:52.16]  Be
[23:52.36]  safe
[23:52.76] ,
[23:53.13]  it
[23:53.16]  goes
[23:53.56]  up
[23:53.79]  next
[23:54.16]  Tuesday
[23:54.86] .
[23:55.20]  Until
[23:55.67]  then
[23:56.04] ,
[23:56.32]  set
[23:56.50]  the
[23:56.77]  jar
[23:57.02] ,
[23:57.32]  keep
[23:57.55]  the
[23:57.75]  door
[23:58.06]  shut
[23:58.39] ,
[23:58.57]  and
[23:58.59]  remember
[23:59.12] ,
[23:59.24]  the
[23:59.47]  people
[23:59.84]  who
[24:00.02]  built
[24:00.35]  this
[24:00.61]  country
[24:01.12]  with
[24:01.46]  their
[24:01.83]  hands
[24:02.24] ,
[24:02.24]  new
[24:02.48]  things
[24:02.96]  we
[24:03.17]  are
[24:03.37]  only
[24:03.69]  just
[24:04.01]  starting
[24:04.66]  to
[24:04.82] .
[24:05.12]  Remember
[24:06.21] ,
[24:06.23]  comp
[24:06.53] ata
[24:06.76]  ref
[24:06.99] est
[24:07.25] o
[24:07.29]  est
[24:07.52] ast
[24:07.76] ias
[24:08.00] ,
[24:08.92]  video
[24:08.99]  01
[24:09.72]  flies
[24:10.40] ,
[24:10.40]  script
[24:11.29] ic
[24:11.38] ument
[24:12.00] o
[24:12.12]  e
[24:12.24]  med
[24:12.63] ec
[24:12.85] ont
[24:13.22] in
[24:13.46] ido
[24:13.83]  la
[24:14.08]  ser
[24:14.45] o
[24:14.64] .
[24:14.64]  There
[24:15.04]  is
[24:15.25]  a
[24:15.28]  five
[24:15.60] -
[24:15.67] gall
[24:15.98] on
[24:16.13]  bucket
[24:16.76]  sitting
[24:17.16]  0
[24:17.40] -
[24:17.47] 0
[24:17.70] -
[24:17.78] 2
[24:18.08]  behind
[24:18.63]  my
[24:18.81]  woods
[24:19.27] hed
[24:19.52] .
[24:19.84]  It
[24:20.02]  is
[24:20.20]  half
[24:20.66]  full
[24:20.92]  of
[24:21.10]  0
[24:21.37] -
[24:21.46] 0
[24:21.73] -
[24:21.91] 4
[24:22.09]  rain
[24:22.45] water
[24:22.90] ,
[24:23.21]  a
[24:23.30]  handful
[24:23.86]  of
[24:24.04]  grass
[24:24.50]  qu
[24:24.68] ipp
[24:24.95] ings
[24:25.36] ,
[24:25.48]  0
[24:25.61] -
[24:25.69] 0
[24:25.94] -
[24:26.02] 7
[24:26.27] ,
[24:26.57]  and
[24:26.69]  one
[24:26.94]  he
[24:27.11] aping
[24:27.53]  spoon
[24:27.99] ful
[24:28.20]  of
[24:28.37]  a
[24:28.45]  powder
[24:29.13]  U
[24:29.17] -
[24:29.22] 0
[24:29.49] -
[24:29.58] 10
[24:30.16]  can
[24:30.39]  buy
[24:30.62]  at
[24:30.77]  any
[24:31.00]  hardware
[24:31.62]  store
[24:32.00]  for
[24:32.23]  $
[24:32.30] 17
[24:32.76] .
[24:33.04]  0
[24:33.66] -
[24:34.09] 14
[24:35.20] .
[24:35.20]  Every
[24:35.61]  female
[24:36.10]  mosquito
[24:36.75]  within
[24:37.24]  a
[24:37.31]  100
[24:38.05]  yards
[24:38.61] ,
[24:38.64]  0
[24:38.87] -
[24:38.94] 17
[24:39.41] ,
[24:39.60]  of
[24:39.80]  my
[24:39.98]  farm
[24:40.36]  past
[24:40.77] ed
[24:41.13]  0
[24:41.16] -
[24:41.22] 0
[24:41.44] -
[24:41.50] clock
[24:41.84]  there
[24:42.24]  is
[24:42.40]  a
[24:42.48]  five
[24:42.80] -
[24:42.87] gall
[24:43.18] on
[24:43.33]  bucket
[24:43.86]  sitting
[24:44.36]  0
[24:44.60] -
[24:44.67] 0
[24:44.90] -
[24:45.03] 2
[24:45.20]  behind
[24:45.68]  my
[24:45.83]  woods
[24:46.24] hed
[24:46.47] .
[24:46.80]  It
[24:47.01]  is
[24:47.12]  half
[24:47.45]  full
[24:47.78]  of
[24:47.94]  0
[24:48.19] -
[24:48.27] 0
[24:48.52] -
[24:48.60] 4
[24:48.86]  rain
[24:49.18] water
[24:49.60] ,
[24:49.91]  a
[24:50.01]  handful
[24:50.43]  of
[24:50.54]  grass
[24:50.89]  qu
[24:51.09] ipp
[24:51.25] ings
[24:51.52] ,
[24:51.80]  0
[24:51.92] -
[24:52.00] 0
[24:52.24] -
[24:52.32] 7
[24:52.56] ,
[24:52.72]  and
[24:52.96]  one
[24:53.20]  he
[24:53.36] aping
[24:53.76]  spoon
[24:54.23] ful
[24:54.40]  of
[24:54.60]  a
[24:54.64]  powder
[24:55.20]  U
[24:55.28] -
[24:55.36] 0
[24:55.61] -
[24:55.69] 10
[24:56.24]  can
[24:56.46]  buy
[24:56.68]  at
[24:56.83]  any
[24:57.05]  hardware
[24:57.65]  store
[24:58.02]  for
[24:58.24]  $
[24:58.50] 17
[24:58.76] .
[24:59.04]  0
[24:59.48] -
[24:59.91] 14
[25:00.50] .
[25:00.96]  Every
[25:01.34]  female
[25:01.79]  mosquito
[25:02.39]  within
[25:02.84]  a
[25:02.91]  100
[25:03.59]  yards
[25:03.97] ,
[25:04.23]  0
[25:04.44] -
[25:04.53] 17
[25:05.08] ,
[25:05.28]  of
[25:05.46]  my
[25:05.64]  farm
[25:06.00]  past
[25:06.36] ed
