[00:00.07]  Fíjate
[20:25.16]  madera
[20:25.60]  que
[20:25.82]  ya
[20:26.02]  tiene
[20:26.34]  pintura
[20:26.86]  o
[20:26.94]  barniz
[20:27.37]  viejo?
[20:28.00]  Si
[20:28.17]  está
[20:28.42]  sana
[20:28.65]  y
[20:28.71]  limpia,
[20:29.20]  sí,
[20:29.80]  le
[20:29.97]  da
[20:30.06]  una
[20:30.26]  capa
[20:30.52]  que
[20:30.80]  repele
[20:31.14]  agua
[20:31.37]  encima.
[20:32.00]  Pero
[20:32.22]  si
[20:32.33]  la
[20:32.44]  pintura
[20:32.82]  vieja
[20:33.09]  está
[20:33.37]  descascarada,
[20:34.20]  saltada,
[20:35.20]  primero
[20:35.63]  hay
[20:35.80]  que
[20:35.99]  sacarlo
[20:36.41]  suelto,
[20:36.80]  porque
[20:37.22]  si
[20:37.36]  no,
[20:37.64]  se
[20:37.80]  ya
[20:37.92]  es
[20:38.06]  un
[20:38.20]  desastre.
[20:39.00]  Sobre
[20:39.33]  superficie
[20:40.01]  firme
[20:40.35]  y
[20:40.40]  limpia,
[20:41.01]  siempre.
[20:41.80]  Y
[20:41.97]  la
[20:41.99]  séptima,
[20:42.65]  que
[20:42.85]  me
[20:42.98]  la
[20:43.14]  hacen
[20:43.45]  siempre.
[20:44.20]  ¿Sirve
[20:44.62]  para
[20:44.87]  el
[20:44.99]  auto,
[20:45.40]  para
[20:45.68]  los
[20:45.91]  vidrios,
[20:46.40]  para
[20:46.62]  que
[20:46.82]  el
[20:46.89]  agua
[20:47.11]  resvale
[20:47.49]  del
[20:47.65]  parabrisas?
[20:48.40]  Mira,
[20:48.70]  la
[20:48.82]  idea
[20:48.99]  es
[20:49.10]  la
[20:49.20]  misma,
[20:49.60]  la
[20:49.75]  de
[20:49.84]  que
[20:50.01]  el
[20:50.14]  agua
[20:50.42]  rebote,
[20:50.85]  y
[20:50.97]  hay
[20:51.02]  productos
[20:51.55]  específicos
[20:52.25]  para
[20:52.51]  vidrio
[20:52.82]  que
[20:52.99]  hacen
[20:53.25]  justo
[20:53.71]  eso.
[20:54.00]  Pero
[20:54.26]  para
[20:54.50]  el
[20:54.62]  auto,
[20:55.00]  usa
[20:55.15]  el
[20:55.25]  producto
[20:55.71]  de
[20:55.76]  vidrio,
[20:56.20]  no
[20:56.37]  esta
[20:56.71]  mezcla,
[20:57.40]  que
[20:57.55]  en
[20:57.57]  un
[20:57.64]  parabrisas
[20:58.00]  te
[20:58.13]  puede
[20:58.47]  dejar
[20:59.11]  reflejos.
[20:59.60]  Cada
[20:59.84]  herramienta
[21:00.60]  para
[21:00.76]  su
[21:00.88]  tarea.
[21:01.40]  Esto
[21:01.64]  es
[21:01.82]  el
[21:01.88]  rey
[21:02.06]  de
[21:02.18]  la
[21:02.30]  madera,
[21:02.80]  el
[21:02.94]  cartón,
[21:03.60]  la
[21:03.78]  tela
[21:04.24]  y
[21:04.31]  las
[21:04.52]  fibras.
[21:05.40]  Y
[21:05.57]  ahora
[21:05.71]  hagamos
[21:06.06]  la
[21:06.16]  cuenta,
[21:06.60]  la
[21:06.78]  de
[21:06.96]  la
[21:07.14]  plata,
[21:07.60]  que
[21:07.78]  es
[21:07.90]  la
[21:08.02]  que
[21:08.19]  te
[21:08.32]  termina
[21:08.74]  de
[21:08.86]  convencer.
[21:09.60]  Un
[21:09.77]  impermeabilizante
[21:10.65]  de
[21:10.76]  marca,
[21:11.20]  un
[21:11.33]  sellador
[21:11.85]  bueno,
[21:12.20]  te
[21:12.37]  sale,
[21:12.72]  pongámosle,
[21:13.60]  30,
[21:14.22]  40
[21:14.59]  pesos
[21:15.11]  el
[21:15.14]  frasco.
[21:15.60]  Y
[21:15.77]  con
[21:15.86]  ese
[21:16.06]  frasco
[21:16.45]  haces
[21:16.77]  una
[21:16.97]  mesa,
[21:17.40]  dos
[21:17.62]  sillas
[21:17.99]  y
[21:18.06]  se
[21:18.22]  te
[21:18.51]  acabó.
[21:19.06]  Y
[21:19.17]  el
[21:19.19]  año
[21:19.45]  que
[21:19.65]  viene,
[21:20.11]  otra
[21:20.37]  vez.
[21:20.80]  Con
[21:21.00]  esto,
[21:21.39]  un
[21:21.53]  cartucho
[21:22.06]  de
[21:22.19]  silicona
[21:22.82]  te
[21:22.98]  sale
[21:23.70]  unos
[21:23.71]  pocos
[21:24.14]  pesos,
[21:24.60]  y
[21:24.77]  un
[21:24.81]  litro
[21:25.17]  de
[21:25.31]  disolvente,
[21:26.17]  otros
[21:26.54]  pocos.
[21:27.20]  Con
[21:27.40]  eso
[21:27.62]  preparas
[21:28.20]  litros
[21:28.55]  de
[21:28.64]  mezcla,
[21:29.22]  litros.
[21:30.20]  Te
[21:30.37]  alcanza
[21:30.70]  para
[21:30.93]  el
[21:31.04]  deck
[21:31.27]  entero,
[21:31.80]  la
[21:31.97]  cerca,
[21:32.60]  la
[21:33.11]  puerta
[21:33.15]  del
[21:33.36]  galpón,
[21:34.00]  los
[21:34.19]  muebles
[21:34.63]  del
[21:34.82]  patio,
[21:35.26]  las
[21:35.45]  botas
[21:35.76]  de
[21:35.89]  toda
[21:36.15]  la
[21:36.28]  familia,
[21:37.05]  y
[21:37.07]  te
[21:37.25]  sobra.
[21:38.00]  Estamos
[21:38.42]  hablando
[21:38.88]  de
[21:39.00]  gastar
[21:39.34]  una
[21:39.53]  décima
[21:39.94]  parte,
[21:40.40]  quizá
[21:40.86]  una
[21:41.09]  vigésima
[21:41.78]  parte,
[21:42.27]  de
[21:42.34]  lo
[21:42.42]  que
[21:42.52]  te
[21:42.59]  cobrarían
[21:43.23]  por
[21:43.31]  hacer
[21:43.63]  lo
[21:43.76]  mismo.
[21:44.40]  Con
[21:44.66]  lo
[21:44.83]  que
[21:45.09]  sale
[21:45.44]  un
[21:45.61]  frasco
[21:46.12]  de
[21:46.29]  marca,
[21:46.97]  vos
[21:47.00]  impermeabilizas
[21:47.98]  la
[21:48.14]  casa
[21:48.37]  entera
[21:48.76]  durante
[21:49.19]  años.
[21:49.80]  Por
[21:50.00]  eso
[21:50.22]  lo
[21:50.32]  de
[21:50.46]  recién
[21:50.91]  no
[21:51.04]  es
[21:51.17]  chiste.
[21:51.80]  Un
[21:51.95]  tarrito
[21:52.34]  casero
[21:52.70]  que
[21:52.88]  hace
[21:53.15]  el
[21:53.24]  trabajo
[21:53.66]  de
[21:53.82]  20
[21:54.13]  frascos
[21:54.68]  de
[21:54.71]  marca
[21:55.00]  es,
[21:55.34]  literalmente,
[21:56.60]  un
[21:56.72]  problema
[21:57.20]  para
[21:57.38]  el
[21:57.46]  que
[21:57.80]  vive
[21:57.91]  de
[21:57.92]  venderte
[21:58.40]  esos
[21:58.76]  20
[21:59.29]  frascos.
[22:00.20]  Guárdate
[22:00.89]  eso.
[22:01.40]  Y
[22:01.57]  ahora
[22:01.82]  unos
[22:02.03]  trucos
[22:02.40]  finos
[22:02.75]  de
[22:02.82]  artesano,
[22:03.40]  de
[22:03.57]  esos
[22:03.71]  que
[22:03.87]  hacen
[22:04.13]  la
[22:04.23]  diferencia
[22:04.80]  entre
[22:05.11]  que
[22:05.21]  te
[22:05.31]  salga
[22:05.56]  bien
[22:05.79]  y
[22:05.85]  que
[22:06.05]  te
[22:06.31]  salga
[22:06.48]  perfecto.
[22:07.20]  Primero,
[22:07.71]  ¿cómo
[22:08.11]  guardar
[22:08.55]  la
[22:08.62]  mezcla?
[22:09.20]  No
[22:09.37]  prepares
[22:09.82]  de
[22:09.94]  a
[22:10.00]  poquito
[22:10.44]  cada
[22:10.69]  vez,
[22:11.00]  es
[22:11.12]  un
[22:11.24]  fastidio.
[22:12.00]  Prepara
[22:12.46]  un
[22:12.59]  frasco
[22:13.00]  grande,
[22:13.49]  con
[22:13.64]  tapa
[22:13.84]  que
[22:14.02]  cierre
[22:14.28]  bien,
[22:14.84]  hermética,
[22:15.51]  y
[22:15.56]  te
[22:15.69]  dura
[22:15.90]  meses.
[22:16.57]  Eso
[22:16.64]  sí,
[22:17.03]  frasco
[22:17.49]  de
[22:17.65]  vidrio
[22:18.12]  o
[22:18.20]  metal,
[22:18.80]  nunca
[22:19.11]  de
[22:19.23]  plástico
[22:19.80]  fino,
[22:20.20]  porque
[22:20.53]  el
[22:20.64]  disolvente
[22:21.18]  ataca
[22:21.70]  ciertos
[22:21.85]  plásticos.
[22:22.60]  Bien
[22:22.86]  cerrado,
[22:23.45]  en
[22:23.60]  un
[22:23.71]  lugar
[22:24.04]  fresco,
[22:24.62]  lejos
[22:25.03]  del
[22:25.51]  sol
[22:25.65]  y
[22:25.67]  del
[22:25.94]  fuego,
[22:26.40]  y
[22:26.57]  cada
[22:26.71]  vez
[22:26.89]  que
[22:27.07]  lo
[22:27.19]  necesitas,
[22:27.87]  lo
[22:27.99]  revolvés
[22:28.54]  un
[22:28.65]  poco
[22:28.97]  y
[22:29.03]  a
[22:29.31]  trabajar.
[22:29.80]  Un
[22:29.97]  frasco
[22:30.28]  preparado
[22:30.83]  es
[22:30.95]  tener
[22:31.26]  el
[22:31.38]  impermeabilizante
[22:32.71]  siempre
[22:32.85]  listo.
[22:33.40]  Segundo,
[22:34.07]  el
[22:34.22]  acabado.
[22:35.00]  Según
[22:35.34]  cuánta
[22:35.73]  silicona
[22:36.19]  le
[22:36.34]  pongas,
[22:36.80]  te
[22:36.94]  queda
[22:37.28]  más
[22:37.85]  mate
[22:37.91]  o
[22:37.92]  más
[22:38.23]  satinado.
[22:39.00]  Poca
[22:39.24]  silicona,
[22:39.87]  más
[22:40.12]  disolvente.
[22:41.00]  Queda
[22:41.33]  casi
[22:41.59]  invisible,
[22:42.34]  mate,
[22:42.80]  ni
[22:42.90]  se
[22:43.02]  nota
[22:43.21]  que
[22:43.37]  la
[22:43.46]  tocaste,
[22:44.17]  ideal
[22:44.27]  para
[22:44.49]  una
[22:44.65]  madera
[22:45.00]  linda
[22:45.24]  que
[22:45.40]  no
[22:45.50]  querés
[22:45.89]  tapar.
[22:46.40]  Más
[22:46.68]  silicona,
[22:47.40]  queda
[22:47.68]  con
[22:47.85]  un
[22:47.96]  brillito
[22:48.42]  satinado,
[22:49.21]  como
[22:49.31]  plastificada.
[22:50.00]  Para
[22:50.24]  una
[22:50.42]  lona,
[22:50.78]  un
[22:50.90]  cartón,
[22:51.44]  algo
[22:51.71]  de
[22:51.80]  trabajo,
[22:52.40]  el
[22:52.82]  brillo
[22:52.91]  no
[22:53.05]  importa.
[22:53.60]  Para
[22:53.83]  un
[22:53.94]  mueble
[22:54.28]  lindo,
[22:54.68]  mezcla
[22:55.02]  más
[22:55.25]  suave
[22:55.53]  y
[22:55.62]  va
[22:55.69]  a
[22:55.74]  quedar
[22:56.50]  natural.
[22:56.80]  Tercero,
[22:57.49]  la
[22:57.65]  temperatura
[22:58.52]  y
[22:58.60]  el
[22:58.76]  momento.
[22:59.60]  Aplicá
[23:00.02]  en
[23:00.12]  un
[23:00.24]  día
[23:00.48]  templado
[23:00.95]  y
[23:01.00]  seco,
[23:01.40]  nunca
[23:01.82]  con
[23:01.97]  la
[23:02.11]  madera
[23:02.53]  helada
[23:03.00]  ni
[23:03.13]  bajo
[23:03.42]  un
[23:03.52]  sol
[23:03.72]  de
[23:03.85]  justicia
[23:04.40]  que
[23:04.58]  evapore
[23:04.99]  el
[23:05.12]  disolvente
[23:05.74]  antes
[23:06.01]  de
[23:06.14]  que
[23:06.32]  penetre.
[23:07.00]  A
[23:07.17]  la
[23:07.19]  sombra,
[23:07.71]  con
[23:07.91]  la
[23:08.04]  madera
[23:08.43]  a
[23:08.49]  temperatura
[23:09.21]  ambiente,
[23:09.80]  es
[23:09.97]  cuando
[23:10.36]  mejor
[23:10.71]  entra
[23:11.06]  y
[23:11.14]  mejor
[23:11.51]  seca.
[23:12.05]  Y
[23:12.15]  si
[23:12.17]  le
[23:12.27]  querés
[23:12.67]  dar
[23:12.84]  una
[23:13.01]  ayudita
[23:13.41]  para
[23:13.64]  que
[23:13.81]  penetre
[23:14.21]  más
[23:14.43]  profundo,
[23:15.00]  un
[23:15.17]  poquito
[23:15.60]  de
[23:15.73]  calor
[23:16.07]  suave
[23:16.40]  después
[23:16.94]  de
[23:17.07]  aplicar,
[23:17.60]  el
[23:17.77]  sol
[23:18.02]  tibio
[23:18.41]  o
[23:18.49]  un
[23:18.65]  secador
[23:19.22]  de
[23:19.39]  pelo
[23:19.72]  a
[23:19.80]  distancia,
[23:20.60]  ayuda
[23:20.90]  a
[23:21.02]  que
[23:21.14]  la
[23:21.26]  película
[23:21.80]  se
[23:21.94]  meta
[23:22.16]  bien.
[23:22.60]  Nunca
[23:23.02]  calor
[23:23.38]  fuerte
[23:23.86]  ni
[23:24.02]  llama,
[23:24.62]  ya
[23:24.71]  sabes,
[23:25.28]  por
[23:25.28]  el
[23:25.51]  disolvente.
[23:26.20]  Cuarto,
[23:27.04]  el
[23:27.25]  pincel.
[23:28.20]  Un
[23:28.37]  pincel
[23:28.72]  común,
[23:29.26]  o
[23:29.32]  mejor
[23:29.66]  todavía,
[23:30.40]  un
[23:30.54]  trapo
[23:31.03]  de
[23:31.11]  algodón
[23:31.59]  viejo.
[23:32.20]  Con
[23:32.38]  el
[23:32.50]  trapo
[23:32.79]  la
[23:32.92]  controlás
[23:33.54]  mejor,
[23:34.00]  das
[23:34.22]  capas
[23:34.53]  finitas
[23:35.07]  y
[23:35.11]  parejas,
[23:35.80]  y
[23:35.97]  no
[23:36.01]  dejas
[23:36.36]  marcas
[23:36.80]  de
[23:36.92]  pincel.
[23:37.60]  Y
[23:37.77]  el
[23:37.82]  trapo
[23:38.19]  después,
[23:38.97]  ojo,
[23:39.40]  quedó
[23:39.77]  cargado
[23:40.22]  de
[23:40.51]  disolvente,
[23:41.17]  que
[23:41.20]  es
[23:41.33]  inflamable.
[23:42.20]  Así
[23:42.41]  que
[23:42.62]  no
[23:42.67]  lo
[23:42.76]  tires
[23:43.04]  hecho
[23:43.31]  un
[23:43.41]  bollo
[23:43.67]  en
[23:43.77]  el
[23:43.91]  tacho,
[23:44.20]  ni
[23:44.37]  lo
[23:44.48]  dejes
[23:44.83]  cerca
[23:45.20]  del
[23:45.39]  fuego.
[23:46.00]  Lo
[23:46.17]  abrís
[23:46.44]  bien
[23:46.67]  extendido
[23:47.19]  afuera
[23:47.60]  hasta
[23:47.76]  que
[23:47.86]  el
[23:47.92]  solvente
[23:48.20]  se
[23:48.40]  evapore,
[23:49.20]  y
[23:49.37]  el
[23:49.41]  trapo
[23:49.77]  quede
[23:50.20]  seco,
[23:50.60]  y
[23:50.67]  recién
[23:51.14]  ahí
[23:51.41]  lo
[23:51.54]  tirás.
[23:52.20]  Un
[23:52.37]  trapo
[23:52.55]  con
[23:52.70]  solvente
[23:53.10]  embollado
[23:53.60]  es
[23:53.70]  un
[23:53.80]  peligro
[23:54.22]  de
[23:54.32]  incendio
[23:54.80]  de
[23:55.11]  verdad,
[23:55.40]  y
[23:55.57]  evitarlo
[23:55.99]  no
[23:56.13]  te
[23:56.26]  cuesta
[23:56.66]  nada.
[23:57.20]  Ahora
[23:57.62]  los
[23:57.80]  errores.
[23:58.60]  Porque
[23:58.95]  puedo
[23:59.24]  darte
[23:59.60]  la
[23:59.63]  mejor
[23:59.95]  mezcla
[24:00.31]  del
[24:00.43]  mundo,
[24:00.80]  pero
[24:01.07]  si
[24:01.22]  la
[24:01.32]  aplicás
[24:01.84]  mal,
[24:02.20]  no
[24:02.35]  te
[24:02.51]  va
[24:02.65]  a
[24:02.72]  funcionar,
[24:03.40]  y
[24:03.57]  vas
[24:03.66]  a
[24:03.72]  pensar
[24:04.13]  que
[24:04.40]  es
[24:04.46]  mentira.
[24:05.20]  Estos
[24:05.49]  son
[24:05.67]  los
[24:05.85]  que
[24:06.03]  más
[24:06.27]  se
[24:06.39]  cometen.
[24:07.00]  Error
[24:07.87]  1.
[24:08.40]  La
[24:08.60]  mano
[24:09.00]  demasiado
[24:09.89]  gruesa.
[24:10.95]  La
[24:10.97]  gente
[24:11.33]  piensa
[24:11.80]  "más
[24:12.15]  pongo,
[24:12.58]  más
[24:12.85]  protege",
[24:13.67]  y
[24:13.71]  es
[24:13.85]  al
[24:13.95]  revés.
[24:14.60]  Una
[24:14.82]  mano
[24:15.11]  gruesa
[24:15.60]  de
[24:15.69]  silicona
[24:16.31]  no
[24:16.42]  seca
[24:16.70]  bien,
[24:17.20]  te
[24:17.37]  queda
[24:17.66]  pegajosa,
[24:18.31]  blanquesina,
[24:19.22]  y
[24:19.27]  se
[24:19.42]  levanta.
[24:20.20]  Dos
[24:20.44]  manos
[24:20.85]  finitas,
[24:21.60]  con
[24:21.78]  10
[24:22.15]  minutos
[24:22.57]  entre
[24:23.07]  una
[24:23.11]  y
[24:23.14]  otra,
[24:23.40]  protegen
[24:23.82]  muchísimo
[24:24.40]  más
[24:24.57]  que
[24:24.75]  una
[24:24.89]  gruesa.
[24:25.40]  La
[24:25.57]  madera
[24:25.92]  toma
[24:26.17]  lo
[24:26.31]  que
[24:26.51]  necesita,
[24:27.20]  el
[24:27.37]  exceso
[24:27.76]  solo
[24:28.06]  hace
[24:28.35]  desastre.
[24:29.20]  Error
[24:29.65]  2.
[24:30.20]  Aplicar
[24:30.66]  sobre
[24:31.00]  superficie
[24:31.68]  sucia,
[24:32.22]  grasosa
[24:33.03]  o
[24:33.11]  mojada.
[24:34.00]  Si
[24:34.17]  la
[24:34.20]  madera
[24:34.49]  está
[24:34.73]  húmeda,
[24:35.20]  vas
[24:35.39]  a
[24:35.45]  sellar
[24:35.82]  el
[24:35.94]  agua
[24:36.19]  adentro,
[24:36.80]  y
[24:36.97]  ahí
[24:37.08]  sí
[24:37.25]  la
[24:37.36]  pudrís
[24:37.80]  desde
[24:38.04]  el
[24:38.14]  corazón,
[24:38.80]  que
[24:38.97]  es
[24:39.08]  lo
[24:39.22]  peor
[24:39.41]  que
[24:39.58]  podés
[24:39.92]  hacer.
[24:40.53]  Si
[24:40.57]  está
[24:40.87]  con
[24:41.07]  grasa
[24:41.40]  o
[24:41.47]  polvo,
[24:42.00]  la
[24:42.13]  película
[24:42.72]  no
[24:42.85]  se
[24:43.24]  pega,
[24:43.40]  la
[24:43.57]  superficie
[24:44.19]  tiene
[24:44.51]  que
[24:44.74]  estar
[24:45.05]  seca
[24:45.31]  y
[24:45.42]  limpia.
[24:46.00]  Este
[24:46.27]  es
[24:46.42]  el
[24:46.52]  error
[24:46.87]  número
[24:47.34]  1
[24:47.60]  que
[24:47.74]  arruina
[24:48.06]  el
[24:48.15]  trabajo,
[24:48.60]  sellar
[24:49.03]  humedad
[24:49.60]  adentro,
[24:50.20]  nunca.
[24:50.80]  Error
[24:51.25]  3.
[24:51.80]  Usarlo
[24:52.26]  donde
[24:52.65]  después
[24:53.28]  vas
[24:53.50]  a
[24:53.58]  pintar
[24:54.04]  o
[24:54.11]  pegar.
[24:54.80]  Ojo
[24:55.07]  con
[24:55.34]  esto.
[24:56.00]  Una
[24:56.19]  superficie
[24:56.84]  tratada
[24:57.35]  con
[24:57.48]  silicona
[24:58.02]  repele
[24:58.37]  todo,
[24:58.80]  incluido
[24:59.34]  la
[24:59.47]  pintura
[24:59.94]  y
[25:00.00]  el
[25:00.14]  pegamento.
[25:01.00]  Si
[25:01.15]  a
[25:01.17]  esa
[25:01.33]  madera
[25:01.67]  después
[25:02.13]  le
[25:02.25]  querés
[25:02.65]  dar
[25:02.82]  color
[25:03.20]  o
[25:03.28]  pegarle
[25:03.91]  algo,
[25:04.40]  la
[25:04.57]  pintura
[25:05.07]  no
[25:05.22]  va
[25:05.40]  a
[25:05.44]  agarrar.
[25:06.20]  Así
[25:06.49]  que
[25:06.70]  la
[25:06.84]  silicona
[25:07.41]  es
[25:07.55]  el
[25:07.69]  paso
[25:07.98]  final.
[25:08.77]  Primero
[25:09.05]  pintás
[25:09.50]  o
[25:09.60]  pegás
[25:09.95]  si
[25:10.08]  tenés
[25:10.47]  que
[25:10.67]  hacerlo,
[25:11.20]  y
[25:11.37]  la
[25:11.41]  impermeabilización
[25:12.74]  va
[25:12.91]  al
[25:13.02]  final,
[25:13.40]  o
[25:13.55]  va
[25:13.58]  en
[25:13.70]  cosas
[25:14.02]  que
[25:14.21]  no
[25:14.40]  vas
[25:14.52]  a
[25:14.58]  pintar.
[25:15.20]  Error
[25:15.73]  4.
[25:16.40]  Usarlo
[25:16.86]  en
[25:17.01]  lo
[25:17.16]  que
[25:17.40]  toca
[25:17.74]  comida
[25:18.20]  o
[25:18.25]  en
[25:18.36]  interiores
[25:19.10]  sin
[25:19.31]  ventilar.
[25:19.80]  Para
[25:20.02]  la
[25:20.13]  tabla
[25:20.41]  de
[25:20.52]  cortar,
[25:21.00]  para
[25:21.22]  la
[25:21.34]  mesada
[25:21.68]  de
[25:21.82]  la
[25:21.90]  cocina,
[25:22.40]  para
[25:22.72]  un
[25:22.88]  juguete,
[25:23.60]  no
[25:23.77]  uses
[25:24.02]  la
[25:24.09]  versión
[25:24.60]  con
[25:24.78]  silicona
[25:25.31]  y
[25:25.33]  disolvente.
[25:26.20]  Ahí
[25:26.43]  va
[25:26.55]  la
[25:26.67]  cera
[25:26.90]  de
[25:27.02]  abeja
[25:27.30]  con
[25:27.48]  aceite,
[25:28.00]  que
[25:28.33]  es
[25:28.55]  sana,
[25:29.00]  y
[25:29.17]  adentro
[25:29.58]  de
[25:29.73]  la
[25:29.88]  casa,
[25:30.28]  siempre
[25:30.57]  ventilando
[25:31.00]  hasta
[25:31.31]  que
[25:31.49]  se
[25:31.61]  vaya
[25:31.86]  el
[25:32.00]  olor
[25:32.22]  a
[25:32.28]  solvente.
[25:33.00]  Bueno,
[25:33.43]  ya
[25:33.55]  sabes
[25:33.86]  qué
[25:34.11]  es,
[25:34.40]  cómo
[25:34.71]  se
[25:34.82]  hace,
[25:35.20]  por
[25:35.37]  qué
[25:35.91]  funciona,
[25:36.33]  en
[25:36.37]  qué
[25:36.62]  lo
[25:36.72]  usás,
[25:37.20]  y
[25:37.23]  cómo
[25:37.56]  no
[25:37.69]  arruinarlo.
[25:38.60]  Ahora
[25:38.87]  la
[25:39.02]  pregunta
[25:39.40]  que
[25:39.60]  te
[25:39.66]  está
[25:39.94]  dando
[25:40.20]  vueltas
[25:40.62]  desde
[25:40.85]  el
[25:40.95]  principio.
[25:41.40]  Si
[25:41.57]  esto
[25:41.89]  es
[25:42.05]  tan
[25:42.30]  barato,
[25:43.00]  tan
[25:43.20]  rápido,
[25:43.80]  tan
[25:44.31]  universal,
[25:45.00]  ¿por
[25:45.26]  qué
[25:45.47]  no
[25:45.57]  lo
[25:45.67]  conoce
[25:46.00]  todo
[25:46.19]  el
[25:46.28]  mundo?
[25:46.80]  ¿Por
[25:47.04]  qué
[25:47.24]  en
[25:47.34]  la
[25:47.44]  ferretería
[25:48.00]  te
[25:48.15]  venden
[25:48.40]  un
[25:48.51]  frasco
[25:48.82]  de
[25:48.90]  impermeabilizante
[25:49.80]  de
[25:49.97]  40
[25:50.42]  pesos
[25:50.81]  con
[25:51.04]  un
[25:51.19]  spray
[25:51.58]  lindo,
[25:52.00]  en
[25:52.20]  vez
[25:52.50]  de
[25:52.70]  decirte
[25:53.40]  "che,
[25:53.60]  comprate
[25:54.02]  silicona
[25:54.40]  y
[25:54.45]  disolvente
[25:55.00]  y
[25:55.17]  hazelo
[25:55.59]  vos
[25:55.86]  por
[25:56.12]  dos
[25:56.38]  pesos"?
[25:57.20]  Y
[25:57.37]  la
[25:57.44]  respuesta
[25:58.20]  la
[25:58.33]  sabes.
[25:59.00]  Un
[25:59.17]  frasco
[25:59.52]  de
[25:59.65]  silicona
[26:00.20]  te
[26:00.26]  dura
[26:00.40]  para
[26:00.61]  impermeabilizar
[26:01.40]  media
[26:01.91]  casa,
[26:02.40]  un
[26:02.57]  litro
[26:02.95]  de
[26:03.11]  disolvente
[26:03.88]  te
[26:04.04]  dura
[26:04.36]  meses,
[26:04.97]  con
[26:04.99]  lo
[26:05.11]  que
[26:05.30]  sale
[26:05.55]  un
[26:05.67]  impermeabilizante
[26:06.82]  de
[26:07.01]  marca,
[26:07.60]  haces
[26:07.92]  20
[26:08.31]  veces
[26:08.64]  la
[26:08.77]  cantidad
[26:09.31]  en
[26:09.43]  tu
[26:09.56]  cocina.
[26:10.20]  Eso,
[26:10.53]  para
[26:10.79]  la
[26:10.92]  industria
[26:11.55]  química,
[26:12.22]  es
[26:12.34]  una
[26:12.55]  pesadilla.
[26:13.40]  Ellos
[26:13.70]  no
[26:13.82]  viven
[26:14.12]  de
[26:14.24]  que
[26:14.42]  resuelvas
[26:14.96]  el
[26:15.11]  problema,
[26:15.80]  viven
[26:16.12]  de
[26:16.25]  que
[26:16.45]  compres
[26:16.90]  el
[26:17.03]  frasco,
[26:17.60]  se
[26:17.82]  gaste,
[26:18.40]  se
[26:18.57]  descascara
[26:19.20]  en
[26:19.40]  una
[26:19.53]  temporada
[26:20.20]  y
[26:20.26]  vuelvas
[26:20.68]  a
[26:20.74]  comprar
[26:21.31]  otro.
[26:21.60]  Un
[26:21.77]  impermeabilizante
[26:22.86]  casero
[26:23.31]  que
[26:23.47]  dura
[26:23.80]  y
[26:23.88]  que
[26:24.45]  sale
[26:24.51]  nada
[26:24.80]  rompe
[26:25.15]  todo
[26:25.44]  ese
[26:25.65]  negocio.
[26:26.40]  Por
[26:26.60]  eso
[26:26.82]  no
[26:26.92]  te
[26:27.06]  lo
[26:27.19]  enseñan.
[26:28.00]  No
[26:28.18]  lo
[26:28.42]  prohíben,
[26:29.35]  ojo,
[26:29.80]  no
[26:30.01]  pueden.
[26:30.80]  Simplemente
[26:31.67]  no
[26:31.83]  lo
[26:31.99]  nombran.
[26:32.94]  Te
[26:32.97]  llenan
[26:33.37]  la
[26:33.51]  góndola
[26:34.07]  de
[26:34.21]  frascos
[26:34.70]  caros
[26:35.05]  con
[26:35.25]  dibujitos
[26:36.00]  y
[26:36.17]  dejan
[26:36.42]  que
[26:36.58]  te
[26:36.71]  olvides
[26:37.20]  de
[26:37.26]  que
[26:37.35]  tu
[26:37.41]  abuelo
[26:37.60]  impermeabilizaba
[26:38.60]  la
[26:38.77]  lona
[26:39.02]  del
[26:39.18]  carro
[26:39.60]  con
[26:39.73]  grasa
[26:40.06]  y
[26:40.12]  cera
[26:40.38]  por
[26:40.62]  centavos.
[26:41.40]  Como
[26:41.70]  dice
[26:41.99]  el
[26:42.15]  que
[26:42.40]  lo
[26:42.52]  mostró
[26:43.04]  por
[26:43.26]  ahí,
[26:43.60]  "el
[26:43.84]  día
[26:44.16]  que
[26:44.40]  esto
[26:44.71]  se
[26:44.88]  sepa,
[26:45.40]  las
[26:45.62]  fábricas
[26:46.48]  nos
[26:46.51]  van
[26:46.70]  a
[26:46.77]  linchar".
[26:47.60]  Y
[26:47.77]  tienes
[26:48.29]  razón.
[26:49.20]  Y
[26:49.35]  no
[26:49.38]  es
[26:49.50]  nuevo,
[26:49.93]  ¿eh?
[26:50.40]  Nada
[26:50.72]  de
[26:50.88]  esto
[26:51.20]  es
[26:51.40]  nuevo.
[26:52.00]  El
[26:52.17]  ser
[26:52.30]  humano
[26:52.66]  viene
[26:53.00]  peleando
[26:53.44]  contra
[26:53.80]  el
[26:53.92]  agua
[26:54.20]  desde
[26:54.91]  siempre,
[26:55.00]  y
[26:55.17]  siempre
[26:55.52]  le
[26:55.65]  ganó
[26:56.00]  con
[26:56.18]  cosas
[26:56.50]  baratas
[26:57.02]  y
[26:57.03]  a
[26:57.09]  mano.
[26:57.60]  Los
[26:57.83]  fenicios
[26:58.45]  y
[26:58.60]  los
[26:58.75]  antiguos
[26:59.40]  embriaban
[26:59.99]  los
[27:00.40]  cascos
[27:00.65]  de
