[00:00.08] En
[18:07.50]  200
[18:08.10]  dólares
[18:08.70]  por
[18:08.98]  mes
[18:09.51]  solo
[18:09.63]  en
[18:09.81]  c
[18:09.90] ale
[18:10.25] f
[18:10.27] acción
[18:11.10] ,
[18:11.29]  3
[18:11.38]  meses
[18:11.85]  de
[18:12.03]  inv
[18:12.29] ierno
[18:12.92] ,
[18:12.96]  entre
[18:13.45]  240
[18:14.27]  y
[18:14.36]  600
[18:15.20]  dólares
[18:16.08] ,
[18:16.13]  año
[18:16.50]  a
[18:16.59]  año
[18:17.14] ,
[18:17.37]  sin
[18:17.56]  que
[18:17.86]  nada
[18:18.26]  cam
[18:18.50] bie
[18:19.12] .
[18:19.16]  La
[18:19.28]  combin
[18:19.65] ación
[18:20.02]  de
[18:20.14]  los
[18:20.32]  cinco
[18:20.63]  princip
[18:21.07] ios
[18:21.25]  m
[18:21.31] ong
[18:21.49] oles
[18:21.74]  que
[18:21.92]  te
[18:22.04]  expl
[18:22.37] iqué
[18:22.60]  hoy
[18:22.99]  tiene
[18:23.09]  un
[18:23.21]  cost
[18:23.46] o
[18:23.55]  de
[18:23.64]  implement
[18:24.20] ación
[18:24.72]  que
[18:24.91]  var
[18:25.10] ía
[18:25.29]  según
[18:25.68]  lo
[18:25.81]  que
[18:26.00]  ya
[18:26.13]  ten
[18:26.32] és
[18:26.51]  en
[18:26.62]  casa
[18:27.07] .
[18:27.18]  Si
[18:27.34]  ten
[18:27.66] és
[18:27.82]  fra
[18:28.06] z
[18:28.14] adas
[18:28.46]  de
[18:28.62]  l
[18:28.70] ana
[18:28.99] ,
[18:29.10]  cart
[18:29.42] ón
[18:29.65] ,
[18:29.82]  papel
[18:30.22]  de
[18:30.38]  alumin
[18:30.86] io
[18:31.02]  de
[18:31.18]  coc
[18:31.42] ina
[18:31.66]  y
[18:31.74]  tela
[18:32.06]  grues
[18:32.54] a
[18:32.70] ,
[18:32.81]  el
[18:32.86]  cost
[18:33.18] o
[18:33.28]  es
[18:33.59]  c
[18:33.74] ero
[18:34.57] .
[18:34.68]  Si
[18:34.83]  ten
[18:35.09] és
[18:35.29]  que
[18:35.52]  comprar
[18:36.17]  algo
[18:36.37] ,
[18:36.52]  estamos
[18:37.06]  hablando
[18:37.67]  de
[18:37.85]  entre
[18:38.20]  5
[18:38.43]  y
[18:38.50]  20
[18:38.96]  dólares
[18:39.56]  en
[18:39.72]  material
[18:40.33] es
[18:40.72] .
[18:40.80]  El
[18:40.93]  resultado
[18:41.51]  posible
[18:41.96]  es
[18:42.09]  una
[18:42.28]  redu
[18:42.54] cción
[18:42.93]  del
[18:43.12]  consumo
[18:43.57]  de
[18:43.70]  c
[18:43.76] ale
[18:43.95] f
[18:44.01] acción
[18:44.46]  de
[18:44.59]  entre
[18:44.91]  el
[18:45.06]  30
[18:45.43]  y
[18:45.49]  el
[18:45.72]  60
[18:46.28] %
[18:46.39]  depend
[18:47.00] iendo
[18:47.40]  de
[18:47.58]  tu
[18:47.76]  situación
[18:48.69]  de
[18:48.91]  part
[18:49.19] ida
[18:49.88] .
[18:49.88]  30
[18:50.39] %
[18:50.49]  de
[18:50.64]  redu
[18:50.98] cción
[18:51.49]  en
[18:51.69]  una
[18:51.91]  fact
[18:52.31] ura
[18:52.50]  de
[18:52.67]  200
[18:53.44]  dólares
[18:54.12]  por
[18:54.62]  mes
[18:54.65]  son
[18:54.87]  60
[18:55.39]  dólares
[18:56.06]  por
[18:56.31]  mes
[18:56.73] ,
[18:57.07]  180
[18:57.54]  dólares
[18:58.28]  en
[18:58.45]  3
[18:58.70]  meses
[18:59.12]  de
[18:59.29]  inv
[18:59.54] ierno
[19:00.17] .
[19:00.21]  60
[19:00.77] %
[19:00.80]  de
[19:00.99]  redu
[19:01.31] cción
[19:01.82]  en
[19:01.99]  una
[19:02.24]  fact
[19:02.58] ura
[19:02.83]  de
[19:03.03]  300
[19:03.77]  dólares
[19:04.45]  por
[19:04.69]  mes
[19:05.12]  son
[19:05.32]  180
[19:06.26]  dólares
[19:07.09]  por
[19:07.40]  mes
[19:07.71] ,
[19:08.16]  5
[19:08.22] 40
[19:08.84]  dólares
[19:09.67]  en
[19:09.88]  3
[19:10.19]  meses
[19:10.91] ,
[19:11.11]  con
[19:11.22]  20
[19:11.84]  dólares
[19:12.67]  de
[19:12.88]  material
[19:13.71] es
[19:14.07] .
[19:14.32]  Es
[19:14.47] a
[19:14.54]  es
[19:14.69]  la
[19:14.86]  ar
[19:14.99] it
[19:15.18] m
[19:15.21] ética
[19:15.66]  de
[19:15.81]  los
[19:16.03]  cinco
[19:16.40]  princip
[19:16.92] ios
[19:17.15]  m
[19:17.44] ong
[19:17.44] oles
[19:17.94] .
[19:18.04]  Lo
[19:18.16]  que
[19:18.39]  mi
[19:18.46]  t
[19:18.52] ío
[19:18.75]  Gust
[19:18.95] avo
[19:19.12]  hizo
[19:19.38]  esa
[19:19.57]  tarde
[19:19.87]  en
[19:19.99]  mi
[19:20.11]  depart
[19:20.48] amento
[19:20.85]  con
[19:21.03]  cart
[19:21.28] ón
[19:21.46] ,
[19:21.58]  papel
[19:21.89]  de
[19:22.01]  alumin
[19:22.38] io
[19:22.64]  y
[19:22.72]  una
[19:23.03]  fra
[19:23.22] z
[19:23.28] ada
[19:23.52]  vie
[19:23.76] ja
[19:24.08] ,
[19:24.18]  me
[19:24.24]  ahor
[19:24.56] ró
[19:24.80]  una
[19:25.04]  parte
[19:25.44]  signific
[19:26.09] ativa
[19:26.53]  de
[19:26.75]  la
[19:26.81]  fact
[19:27.13] ura
[19:27.39]  de
[19:27.53]  gas
[19:27.76]  de
[19:27.93]  ese
[19:28.17]  inv
[19:28.81] ierno
[19:29.08] .
[19:29.16]  No
[19:29.29]  porque
[19:29.69]  fuera
[19:30.02]  mag
[19:30.35] ia
[19:30.48] ,
[19:30.59]  porque
[19:30.88]  era
[19:31.13]  física
[19:31.54] ,
[19:31.80]  la
[19:31.96]  misma
[19:32.13]  física
[19:32.59]  que
[19:32.79]  los
[19:32.99]  m
[19:33.05] ong
[19:33.25] oles
[19:33.51]  aplic
[19:33.84] an
[19:34.04]  desde
[19:34.39]  hace
[19:34.67]  2000
[19:35.52]  años
[19:35.87]  en
[19:36.01]  el
[19:36.15]  cl
[19:36.29] ima
[19:36.52]  más
[19:36.79]  ex
[19:36.92] ig
[19:37.06] ente
[19:37.34]  del
[19:37.55]  planeta
[19:38.25] .
[19:38.32]  El
[19:38.46]  calor
[19:38.88]  que
[19:39.02]  ya
[19:39.16]  ten
[19:39.37] és
[19:39.58]  vale
[19:39.86]  más
[19:40.14]  que
[19:40.35]  el
[19:40.49]  calor
[19:40.84]  que
[19:41.05]  todavía
[19:41.62]  no
[19:41.76]  gener
[19:42.37] aste
[19:42.41] ,
[19:42.53]  redu
[19:42.81] c
[19:42.88] í
[19:43.02]  el
[19:43.16]  vol
[19:43.28] umen
[19:44.00] .
[19:44.00]  Us
[19:44.16] á
[19:44.32]  l
[19:44.40] ana
[19:44.63] ,
[19:45.21]  carga
[19:45.22]  la
[19:45.37]  masa
[19:45.70]  tér
[19:46.03] m
[19:46.11] ica
[19:46.35]  en
[19:46.51]  el
[19:46.67]  momento
[19:47.24]  correct
[19:47.89] o
[19:47.89] ,
[19:48.22]  cal
[19:48.29] ent
[19:48.61] á
[19:48.69]  las
[19:48.93]  superfic
[19:49.59] ies
[19:50.07] ,
[19:50.12]  no
[19:50.20]  el
[19:50.28]  aire
[19:50.64] ,
[19:50.95]  y
[19:51.25]  pone
[19:51.34]  las
[19:51.63]  cap
[19:51.93] as
[19:52.13]  sobre
[19:52.60]  el
[19:52.79]  cuerpo
[19:53.38]  antes
[19:53.87]  que
[19:54.16]  sobre
[19:54.64]  el
[19:55.59]  ambiente
[19:55.62] .
[19:56.00]  Cin
[19:56.33] co
[19:56.55]  princip
[19:57.68] ios
[19:57.76] .
[19:58.00]  2000
[19:58.79]  años
[19:59.12]  de
[19:59.25]  valid
[19:59.55] ación
[20:00.10] ,
[20:00.20]  cost
[20:00.36] o
[20:00.42]  de
[20:00.55]  material
[20:01.07] es
[20:01.24]  entre
[20:01.88]  0
[20:02.39]  y
[20:02.43]  20
[20:03.16]  dólares
[20:04.50] .
[20:04.60]  Los
[20:04.82]  nó
[20:05.04] m
[20:05.11] ades
[20:05.40]  m
[20:05.47] ong
[20:05.69] oles
[20:05.98]  no
[20:06.22]  tienen
[20:06.56]  acceso
[20:07.04]  a
[20:07.10]  c
[20:07.18] ale
[20:07.50] f
[20:07.55] acción
[20:08.18]  central
[20:08.88] ,
[20:08.99]  a
[20:09.08]  gas
[20:09.35]  natural
[20:10.16] ,
[20:10.25]  a
[20:10.38]  electric
[20:10.97] idad
[20:11.33]  conf
[20:11.69] iable
[20:12.32] ,
[20:12.32]  y
[20:12.41]  du
[20:12.78] erm
[20:12.86] en
[20:13.04]  a
[20:13.13]  menos
[20:13.57]  30
[20:14.15]  grad
[20:14.48] os
[20:14.66]  sin
[20:15.00]  mor
[20:15.25] ir
[20:15.40]  de
[20:15.64]  fr
[20:15.73] ío
[20:16.23] .
[20:16.31]  Nos
[20:16.48] otros
[20:16.92]  tenemos
[20:17.48]  todo
[20:17.81]  eso
[20:18.14]  y
[20:18.40]  segu
[20:18.47] imos
[20:18.80]  pag
[20:19.05] ando
[20:19.38]  fact
[20:19.71] uras
[20:20.19]  que
[20:20.30]  no
[20:20.41]  deber
[20:20.67] íamos
[20:21.02]  pagar
[20:21.51]  porque
[20:22.17]  nadie
[20:22.59]  nos
[20:22.88]  enseñ
[20:23.61] ó
[20:23.66]  lo
[20:23.86]  que
[20:24.14]  ellos
[20:24.64]  saben
[20:25.12]  desde
[20:25.61]  que
[20:25.90]  nac
[20:26.38] en
[20:26.80] .
[20:26.80]  Ahora
[20:27.26]  lo
[20:27.44]  sabes
[20:27.90]  vos
[20:28.17]  también
[20:29.06] .
[20:29.23]  A
[20:29.28] pl
[20:29.46] í
[20:29.62] cal
[20:29.88] o
[20:29.96]  este
[20:30.31]  inv
[20:30.57] ierno
[20:31.32] .
[20:31.32]  Em
[20:31.54] pez
[20:31.76] á
[20:31.93]  por
[20:32.19]  una
[20:32.47]  sola
[20:32.80]  habit
[20:33.23] ación
[20:33.94] ,
[20:33.94]  la
[20:34.12]  más
[20:34.47]  fr
[20:34.64] ía
[20:35.08] ,
[20:35.15]  la
[20:35.26]  más
[20:35.67]  problem
[20:36.23] ática
[20:37.16] .
[20:37.16]  Prob
[20:37.51] á
[20:37.68]  uno
[20:37.94]  de
[20:38.11]  los
[20:38.40]  cinco
[20:38.81]  princip
[20:39.42] ios
[20:39.68]  esta
[20:40.18]  semana
[20:40.56]  y
[20:40.64]  observ
[20:41.17] á
[20:41.34]  qué
[20:42.12]  pasa
[20:42.12] .
[20:42.18]  Y
[20:42.18]  cont
[20:42.45] ame
[20:42.65]  en
[20:42.78]  los
[20:43.01]  comentarios
[20:43.73]  cuál
[20:44.10]  vas
[20:44.27]  a
[20:44.33]  prob
[20:44.60] ar
[20:44.73]  primero
[20:45.48] .
[20:45.48]  Eso
[20:46.23] .
[20:46.48]  ¿
[20:46.60] Y
[20:46.66]  cuál
[20:46.98]  es
[20:47.10]  el
[20:47.22]  punto
[20:47.54]  más
[20:47.84]  fr
[20:47.93] ío
[20:48.10]  de
[20:48.22]  tu
[20:48.68]  casa
[20:48.73] ?
[20:48.86]  Es
[20:49.05]  lo
[20:49.24]  que
[20:49.52]  define
[20:50.08]  el
[20:50.27]  próximo
[20:51.49]  video
[20:51.64] .
[20:51.80]  Nos
[20:52.09]  vemos
[20:52.88] .
[20:52.88]  Hay
[20:53.07]  algo
[20:53.33]  que
[20:53.53]  quiero
[20:53.91]  agre
[20:54.17] gar
[20:54.36]  antes
[20:54.69]  de
[20:54.84]  que
[20:55.01]  cier
[20:55.26] res
[20:55.45]  este
[20:55.71]  video
[20:56.06]  porque
[20:56.42]  es
[20:56.55]  la
[20:56.71]  pregunta
[20:57.28]  que
[20:57.47]  más
[20:57.68]  me
[20:57.84]  hacen
[20:58.25]  cuando
[20:58.74]  hab
[20:58.98] lo
[20:59.14]  de
[20:59.34]  este
[20:59.63]  tema
[21:00.20] .
[21:00.24]  ¿
[21:00.41] Al
[21:00.52] c
[21:00.59] anz
[21:00.80] as
[21:00.94]  con
[21:01.21]  estos
[21:01.50]  princip
[21:01.99] ios
[21:02.35]  si
[21:02.49]  el
[21:02.50]  fr
[21:02.63] ío
[21:02.90]  es
[21:03.09]  muy
[21:03.34]  extrem
[21:03.80] o
[21:04.13] ?
[21:04.29]  La
[21:04.36]  respuesta
[21:05.04]  honest
[21:05.54] a
[21:05.62]  es
[21:05.77] ,
[21:06.36]  depende
[21:06.58]  del
[21:06.77]  punto
[21:07.24]  de
[21:07.45]  part
[21:07.84] ida
[21:08.19]  de
[21:08.34]  tu
[21:08.54]  casa
[21:09.04]  y
[21:09.11]  de
[21:09.24]  qué
[21:09.75]  tan
[21:09.94]  extrem
[21:10.53] o
[21:10.64]  es
[21:10.84]  el
[21:11.04]  fr
[21:11.54] ío
[21:11.81] .
[21:11.88]  En
[21:12.03]  una
[21:12.26]  casa
[21:12.56]  bien
[21:12.86]  constru
[21:13.40] ida
[21:13.62]  con
[21:13.85]  p
[21:13.92] ared
[21:14.23] es
[21:14.37]  de
[21:14.52]  lad
[21:14.75] r
[21:14.82] illo
[21:15.14]  y
[21:15.20]  te
[21:15.34] cho
[21:15.57]  a
[21:15.64] isl
[21:16.10] ado
[21:16.25] ,
[21:16.34]  los
[21:16.50]  cinco
[21:16.78]  princip
[21:17.19] ios
[21:17.30]  m
[21:17.37] ong
[21:17.58] oles
[21:17.86]  pueden
[21:18.29]  ser
[21:18.50]  su
[21:18.64] fic
[21:18.90] ientes
[21:19.32]  para
[21:19.57]  elimin
[21:19.99] ar
[21:20.13]  casi
[21:20.41]  completamente
[21:21.34]  la
[21:21.71]  neces
[21:21.83] idad
[21:22.11]  de
[21:22.25]  c
[21:22.32] ale
[21:22.53] f
[21:22.60] acción
[21:23.20]  activ
[21:23.61] a
[21:23.68]  en
[21:24.08]  inv
[21:24.12] ier
[21:24.33] nos
[21:24.57]  moder
[21:24.98] ados
[21:25.29]  con
[21:25.77]  temper
[21:26.04] at
[21:26.20] uras
[21:26.53]  no
[21:26.80] ct
[21:26.85] urn
[21:27.09] as
[21:27.47]  que
[21:27.50]  baj
[21:27.73] an
[21:27.89]  hasta
[21:28.30]  los
[21:28.54]  5
[21:28.78]  o
[21:28.97]  7
[21:29.10]  grad
[21:29.43] os
[21:29.76]  bajo
[21:30.15]  c
[21:30.23] ero
[21:30.84] .
[21:30.85]  En
[21:30.97]  inv
[21:31.17] ier
[21:31.37] nos
[21:31.57]  más
[21:31.84]  sever
[21:32.17] os
[21:32.30] ,
[21:32.43]  con
[21:32.70]  temper
[21:33.03] at
[21:33.16] uras
[21:33.48]  por
[21:33.71]  deb
[21:33.94] ajo
[21:34.17]  de
[21:34.32]  los
[21:34.62]  10
[21:35.01]  grad
[21:35.33] os
[21:35.51]  bajo
[21:35.78]  c
[21:35.85] ero
[21:36.08]  s
[21:36.15] osten
[21:36.53] idas
[21:36.90]  durante
[21:37.38]  semanas
[21:38.07] ,
[21:38.30]  los
[21:38.31]  princip
[21:38.84] ios
[21:39.07]  sig
[21:39.37] uen
[21:39.53]  siendo
[21:40.12]  v
[21:40.19] ál
[21:40.41] idos
[21:40.71]  y
[21:40.78]  sig
[21:41.00] uen
[21:41.22]  redu
[21:41.52] ciendo
[21:41.97]  signific
[21:42.62] ativ
[21:42.87] amente
[21:43.32]  el
[21:43.47]  consumo
[21:44.00] ,
[21:44.45]  pero
[21:44.62]  probable
[21:45.05] mente
[21:45.42]  neces
[21:45.80] ites
[21:46.20]  comb
[21:46.55] inar
[21:46.90] los
[21:47.16]  con
[21:47.42]  alguna
[21:47.95]  fu
[21:48.13] ente
[21:48.47]  de
[21:48.65]  calor
[21:49.52]  activ
[21:49.52] a
[21:49.87] .
[21:49.92]  La
[21:50.03]  diferencia
[21:50.61]  es
[21:50.76]  que
[21:50.93]  con
[21:51.06]  los
[21:51.24]  princip
[21:51.68] ios
[21:51.80]  m
[21:51.86] ong
[21:52.02] oles
[21:52.32]  aplic
[21:52.73] ados
[21:53.05] ,
[21:53.45]  esa
[21:53.60]  fu
[21:53.61] ente
[21:53.96]  de
[21:54.09]  calor
[21:54.50]  activ
[21:54.95] a
[21:54.99]  necesita
[21:55.65]  gener
[21:56.09] ar
[21:56.22]  mucho
[21:56.63]  menos
[21:57.04]  energía
[21:57.72]  para
[21:58.03]  el
[21:58.19]  mismo
[21:58.68]  resultado
[21:59.82] .
[21:59.82]  Ne
[22:00.25] ces
[22:00.29] itas
[22:00.73]  cal
[22:01.00] entar
[22:01.44]  un
[22:01.63]  vol
[22:01.92] umen
[22:02.30]  más
[22:02.68]  pequeño
[22:03.73] .
[22:03.80]  El
[22:03.98]  calor
[22:04.50]  que
[22:04.71]  gener
[22:05.18] ás
[22:05.47]  se
[22:05.65]  esca
[22:05.99] pa
[22:06.17]  más
[22:06.54]  lent
[22:07.46] amente
[22:07.72] .
[22:07.80]  La
[22:07.92]  masa
[22:08.24]  tér
[22:08.40] m
[22:08.45] ica
[22:08.62]  ret
[22:08.80] iene
[22:09.03]  más
[22:09.27]  tiempo
[22:09.67]  lo
[22:09.74]  que
[22:09.96]  gener
[22:10.44] aste
[22:10.92]  y
[22:11.04]  tu
[22:11.15]  cuerpo
[22:11.71]  contrib
[22:12.37] u
[22:12.46] ye
[22:12.65]  más
[22:13.04]  efect
[22:13.52] ivamente
[22:14.30]  con
[22:14.60]  la
[22:14.78]  ro
[22:14.97] pa
[22:15.16]  correct
[22:15.84] a
[22:16.26] .
[22:16.32]  El
[22:16.48]  resultado
[22:17.23]  es
[22:17.39]  que
[22:17.63]  una
[22:17.91]  est
[22:18.20] uf
[22:18.30] a
[22:18.38]  pequeña
[22:19.05] ,
[22:19.21]  un
[22:19.42]  c
[22:19.45] ale
[22:19.70] f
[22:19.78] actor
[22:20.19]  de
[22:20.35]  bajo
[22:20.68]  consumo
[22:21.34]  o
[22:21.36]  incluso
[22:21.92]  vel
[22:22.17] as
[22:22.44]  en
[22:22.60]  un
[22:22.76]  espacio
[22:23.35]  muy
[22:23.60]  redu
[22:23.93] cido
[22:24.26]  pueden
[22:24.85]  ser
[22:25.01]  su
[22:25.17] fic
[22:25.42] ientes
[22:25.92]  donde
[22:26.34]  antes
[22:26.76]  necesit
[22:27.35] ab
[22:27.51] as
[22:27.67]  una
[22:27.92]  c
[22:28.00] ale
[22:28.25] f
[22:28.33] acción
[22:28.93]  central
[22:29.64]  funcion
[22:30.26] ando
[22:30.61]  horas
[22:31.31] .
[22:31.31]  Eso
[22:31.74]  es
[22:31.84]  lo
[22:31.91]  que
[22:32.17]  hacen
[22:32.61]  los
[22:32.87]  m
[22:32.95] ong
[22:33.21] oles
[22:33.56]  en
[22:33.72]  menos
[22:34.35]  30
[22:34.68]  grad
[22:35.81] os
[22:36.07] ,
[22:36.20]  una
[22:36.44]  est
[22:36.59] uf
[22:36.65] a
[22:36.74]  pequeña
[22:37.20]  al
[22:37.39]  centro
[22:38.14] ,
[22:38.14]  pero
[22:38.70]  todo
[22:38.95]  lo
[22:39.09]  demás
[22:39.66]  dise
[22:40.04] ñ
[22:40.22] ado
[22:40.54]  para
[22:40.88]  que
[22:41.16]  esa
[22:41.44]  est
[22:41.72] uf
[22:41.90] a
[22:41.99]  pequeña
[22:42.75]  alc
[22:43.40] ance
[22:43.76] .
[22:43.76]  El
[22:43.90]  principio
[22:44.55]  no
[22:44.69]  es
[22:44.83]  pres
[22:45.16] c
[22:45.18] ind
[22:45.39] ir
[22:45.54]  de
[22:45.67]  toda
[22:45.95]  fu
[22:46.09] ente
[22:46.37]  de
[22:46.51]  calor
[22:46.87]  en
[22:47.01]  condiciones
[22:47.80]  extrem
[22:48.23] as
[22:48.37] .
[22:48.73]  El
[22:48.79]  principio
[22:49.32]  es
[22:49.45]  que
[22:49.64]  la
[22:49.77]  fu
[22:49.90] ente
[22:50.16]  de
[22:50.32]  calor
[22:50.63]  que
[22:50.81]  us
[22:50.94] as
[22:51.07]  trabaj
[22:51.46] e
[22:51.52]  en
[22:51.65]  un
[22:51.78]  sistema
[22:52.27]  tan
[22:52.43]  bien
[22:52.69]  dise
[22:52.95] ñ
[22:53.08] ado
[22:53.27]  que
[22:53.46]  neces
[22:53.79] ite
[22:54.08]  hacer
[22:54.55]  el
[22:54.73]  mínimo
[22:55.39]  esfuer
[22:55.94] zo
[22:56.79]  posible
[22:56.88] .
[22:57.07]  Eso
[22:57.45]  es
[22:57.53]  efic
[22:57.90] iencia
[22:58.46]  real
[22:59.01] ,
[22:59.01]  no
[22:59.37]  la
[22:59.50]  efic
[22:59.74] iencia
[23:00.40]  del
[23:00.56]  apar
[23:01.13] ato
[23:01.80] ,
[23:01.88]  la
[23:02.10]  efic
[23:02.30] iencia
[23:02.72]  del
[23:02.93]  sistema
[23:03.42]  completo
[23:04.19] .
[23:04.19]  Mi
[23:04.33]  t
[23:04.61] ío
[23:04.61]  Gust
[23:04.89] avo
[23:05.10]  me
[23:05.24]  lo
[23:05.38]  explic
[23:05.80] ó
[23:05.94]  de
[23:06.09]  manera
[23:06.50]  mucho
[23:06.92]  más
[23:07.16]  simple
[23:07.63]  esa
[23:07.87]  tarde
[23:08.27]  en
[23:08.43]  el
[23:08.64]  depart
[23:09.06] amento
[23:09.53]  fr
[23:09.68] ío
[23:10.20] .
[23:10.21]  Me
[23:10.36]  dijo
[23:10.68] ,
[23:11.00]  el
[23:11.22]  problema
[23:11.65]  no
[23:11.81]  es
[23:11.97]  cuánt
[23:12.46] o
[23:12.54]  calor
[23:12.92]  ten
[23:13.48] és
[23:13.50] ,
[23:13.60]  el
[23:13.75]  problema
[23:14.37]  es
[23:14.55]  cuánt
[23:15.00] o
[23:15.06]  calor
[23:15.76]  perd
[23:15.90] és
[23:15.99] .
[23:16.22]  De
[23:16.43] j
[23:16.44] á
[23:16.59]  de
[23:16.74]  perder
[23:17.36] lo
[23:17.40]  y
[23:17.43]  lo
[23:17.58]  que
[23:17.82]  ten
[23:18.04] és
[23:18.27]  va
[23:18.42]  a
[23:18.49]  alcanz
[23:18.94] ar
[23:19.48] .
[23:19.48]  Eso
[23:19.73]  es
[23:19.84]  todo
[23:20.13]  lo
[23:20.27]  que
[23:20.49]  los
[23:20.74]  m
[23:20.78] ong
[23:21.00] oles
[23:21.29]  saben
[23:21.66]  que
[23:21.88]  nosotros
[23:22.47]  olvid
[23:22.84] amos
[23:23.20] .
